Date,Area,SKU,Sales_Value,Units,Promo_Type
2024-02-24,North,SKU-005,3579.32,75,Discount
2024-02-24,North,SKU-006,1917.43,67,None
2024-02-24,North,SKU-007,2695.11,80,Discount
2024-02-24,North,SKU-008,8071.96,194,Discount
2024-02-24,North,SKU-009,1180.26,15,None
2024-02-24,North,SKU-010,6958.92,94,Discount
2024-02-24,South,SKU-001,2800.94,49,BOGO
2024-02-24,South,SKU-002,679.33,28,None
2024-02-24,South,SKU-003,6288.78,153,BOGO
2024-02-24,South,SKU-004,4569.34,74,Discount
2024-02-24,South,SKU-005,3243.12,63,Discount
2024-02-24,South,SKU-006,1839.79,60,None
2024-02-24,South,SKU-007,3081.7,40,BOGO
2024-02-24,South,SKU-008,4781.1,100,None
2024-02-24,South,SKU-009,2545.06,62,Flash Sale
2024-02-24,South,SKU-010,6478.18,88,BOGO
2024-02-24,East,SKU-001,1748.95,54,None
2024-02-24,East,SKU-002,1287.28,17,Bundle
2024-02-24,East,SKU-003,2761.34,45,None
2024-02-24,East,SKU-004,4895.01,216,Flash Sale
2024-02-24,East,SKU-005,3328.31,70,None
2024-02-24,East,SKU-006,3033.86,40,Discount
2024-02-24,East,SKU-007,2611.96,81,Discount
2024-02-24,East,SKU-008,8401.21,193,Discount
2024-02-24,East,SKU-009,1347.09,16,None
2024-02-24,East,SKU-010,4852.92,64,None
2024-02-24,West,SKU-001,1809.07,73,Bundle
2024-02-24,West,SKU-002,1032.82,22,Discount
2024-02-24,West,SKU-003,3575.77,82,None
2024-02-24,West,SKU-004,3191.28,83,Bundle
2024-02-24,West,SKU-005,3570.32,160,Bundle
2024-02-24,West,SKU-006,1674.8,79,None
2024-02-24,West,SKU-007,1962.17,75,Discount
2024-02-24,West,SKU-008,8555.67,147,Discount
2024-02-24,West,SKU-009,2104.21,26,Discount
2024-02-24,West,SKU-010,4588.49,229,None
2024-02-25,North,SKU-001,2358.59,32,Bundle
2024-02-25,North,SKU-002,771.9,9,None
2024-02-25,North,SKU-003,3163.75,59,None
2024-02-25,North,SKU-004,3412.54,136,None
2024-02-25,North,SKU-005,2749.16,45,None
2024-02-25,North,SKU-006,2515.98,32,Bundle
2024-02-25,North,SKU-007,1497.17,83,None
2024-02-25,North,SKU-008,7205.86,115,Bundle
2024-02-25,North,SKU-009,1286.48,70,None
2024-02-25,North,SKU-010,6175.99,331,Discount
2024-02-25,South,SKU-001,1726.36,31,None
2024-02-25,South,SKU-002,810.62,30,None
2024-02-25,South,SKU-003,5245.4,74,Flash Sale
2024-02-25,South,SKU-004,2873.08,69,None
2024-02-25,South,SKU-005,2369.65,50,None
2024-02-25,South,SKU-006,4099.5,54,Flash Sale
2024-02-25,South,SKU-007,1516.2,71,None
2024-02-25,South,SKU-008,9584.91,204,BOGO
2024-02-25,South,SKU-009,2737.32,53,Flash Sale
2024-02-25,South,SKU-010,7541.25,177,Flash Sale
2024-02-25,East,SKU-001,2834.52,65,BOGO
2024-02-25,East,SKU-002,1343.77,27,Flash Sale
2024-02-25,East,SKU-003,4597.78,80,Bundle
2024-02-25,East,SKU-004,3525.24,71,None
2024-02-25,East,SKU-005,2559.72,58,None
2024-02-25,East,SKU-006,2358.44,29,Bundle
2024-02-25,East,SKU-007,2556.84,52,Discount
2024-02-25,East,SKU-008,8573.32,168,Discount
2024-02-25,East,SKU-009,1462.2,30,None
2024-02-25,East,SKU-010,7556.63,130,Flash Sale
2024-02-25,West,SKU-001,2235.01,42,Discount
2024-02-25,West,SKU-002,714.34,12,None
2024-02-25,West,SKU-003,3681.77,52,None
2024-02-25,West,SKU-004,2505.95,34,None
2024-02-25,West,SKU-005,3619.97,58,Discount
2024-02-25,West,SKU-006,2690.01,83,Bundle
2024-02-25,West,SKU-007,1421.1,70,None
2024-02-25,West,SKU-008,9584.95,437,Discount
2024-02-25,West,SKU-009,1166.92,51,None
2024-02-25,West,SKU-010,5043.05,112,None
2024-02-26,North,SKU-001,3078.55,39,Flash Sale
2024-02-26,North,SKU-002,843.01,12,Bundle
2024-02-26,North,SKU-003,4740.73,61,BOGO
2024-02-26,North,SKU-004,5341.61,258,Flash Sale
2024-02-26,North,SKU-005,1875.32,84,None
2024-02-26,North,SKU-006,1771.83,65,None
2024-02-26,North,SKU-007,1183.26,20,None
2024-02-26,North,SKU-008,6775.19,121,Discount
2024-02-26,North,SKU-009,1415.87,21,Discount
2024-02-26,North,SKU-010,3914.84,238,None
2024-02-26,South,SKU-001,1639.28,26,None
2024-02-26,South,SKU-002,1085.01,23,Bundle
2024-02-26,South,SKU-003,3700.91,131,Bundle
2024-02-26,South,SKU-004,3906.1,251,Flash Sale
2024-02-26,South,SKU-005,5271.55,75,Flash Sale
2024-02-26,South,SKU-006,1874.22,45,Discount
2024-02-26,South,SKU-007,1554.03,82,Bundle
2024-02-26,South,SKU-008,4812.04,135,None
2024-02-26,South,SKU-009,1099.45,19,None
2024-02-26,South,SKU-010,4354.8,78,Bundle
2024-02-26,East,SKU-001,2212.5,51,BOGO
2024-02-26,East,SKU-002,644.3,23,None
2024-02-26,East,SKU-003,4295.76,89,BOGO
2024-02-26,East,SKU-004,4686.0,66,BOGO
2024-02-26,East,SKU-005,2579.9,75,Bundle
2024-02-26,East,SKU-006,3695.85,53,Flash Sale
2024-02-26,East,SKU-007,2396.04,35,BOGO
2024-02-26,East,SKU-008,5209.08,156,None
2024-02-26,East,SKU-009,1292.99,55,None
2024-02-26,East,SKU-010,4777.01,101,Discount
2024-02-26,West,SKU-001,3158.25,67,Flash Sale
2024-02-26,West,SKU-002,871.05,48,Discount
2024-02-26,West,SKU-003,2597.5,81,None
2024-02-26,West,SKU-004,2179.93,30,None
2024-02-26,West,SKU-005,2613.71,70,None
2024-02-26,West,SKU-006,1720.26,75,None
2024-02-26,West,SKU-007,1864.38,23,Discount
2024-02-26,West,SKU-008,8803.51,135,BOGO
2024-02-26,West,SKU-009,1965.79,27,Discount
2024-02-26,West,SKU-010,4282.62,56,None
2024-02-27,North,SKU-001,2055.13,26,Bundle
2024-02-27,North,SKU-002,837.66,12,None
2024-02-27,North,SKU-003,3109.36,175,None
2024-02-27,North,SKU-004,2172.25,95,None
2024-02-27,North,SKU-005,3794.99,150,Discount
2024-02-27,North,SKU-006,2491.73,38,Discount
2024-02-27,North,SKU-007,1902.62,88,Bundle
2024-02-27,North,SKU-008,7421.44,309,BOGO
2024-02-27,North,SKU-009,1655.47,39,Discount
2024-02-27,North,SKU-010,3552.99,52,None
2024-02-27,South,SKU-001,2066.5,79,BOGO
2024-02-27,South,SKU-002,935.31,14,Discount
2024-02-27,South,SKU-003,4632.86,149,BOGO
2024-02-27,South,SKU-004,5308.42,221,Flash Sale
2024-02-27,South,SKU-005,4270.0,102,Flash Sale
2024-02-27,South,SKU-006,2521.93,51,Bundle
2024-02-27,South,SKU-007,2522.67,57,BOGO
2024-02-27,South,SKU-008,5399.38,111,None
2024-02-27,South,SKU-009,1010.7,28,None
2024-02-27,South,SKU-010,3851.68,94,None
2024-02-27,East,SKU-001,1502.47,26,None
2024-02-27,East,SKU-002,838.53,10,None
2024-02-27,East,SKU-003,3729.79,51,Discount
2024-02-27,East,SKU-004,3819.32,107,Discount
2024-02-27,East,SKU-005,2991.61,90,BOGO
2024-02-27,East,SKU-006,1774.63,40,None
2024-02-27,East,SKU-007,2165.22,38,Discount
2024-02-27,East,SKU-008,6967.14,95,Bundle
2024-02-27,East,SKU-009,2556.48,35,Flash Sale
2024-02-27,East,SKU-010,3223.3,87,None
2024-02-27,West,SKU-001,1423.56,28,None
2024-02-27,West,SKU-002,825.07,16,Discount
2024-02-27,West,SKU-003,4857.7,191,BOGO
2024-02-27,West,SKU-004,2897.26,57,None
2024-02-27,West,SKU-005,2921.99,44,Discount
2024-02-27,West,SKU-006,3729.75,168,Flash Sale
2024-02-27,West,SKU-007,1521.95,47,None
2024-02-27,West,SKU-008,6751.35,105,BOGO
2024-02-27,West,SKU-009,1187.15,22,None
2024-02-27,West,SKU-010,3881.86,49,None
2024-02-28,North,SKU-001,1858.46,55,Discount
2024-02-28,North,SKU-002,764.36,15,None
2024-02-28,North,SKU-003,3245.59,66,Discount
2024-02-28,North,SKU-004,3961.46,102,Discount
2024-02-28,North,SKU-005,1998.87,46,None
2024-02-28,North,SKU-006,2599.69,136,Flash Sale
2024-02-28,North,SKU-007,1326.28,30,None
2024-02-28,North,SKU-008,8509.3,206,BOGO
2024-02-28,North,SKU-009,2645.47,49,Flash Sale
2024-02-28,North,SKU-010,9009.19,150,Flash Sale
2024-02-28,South,SKU-001,2005.74,47,Bundle
2024-02-28,South,SKU-002,603.85,25,None
2024-02-28,South,SKU-003,3048.34,50,Bundle
2024-02-28,South,SKU-004,2700.94,60,None
2024-02-28,South,SKU-005,2557.54,33,None
2024-02-28,South,SKU-006,3072.22,135,BOGO
2024-02-28,South,SKU-007,2147.56,55,Flash Sale
2024-02-28,South,SKU-008,5675.09,227,Discount
2024-02-28,South,SKU-009,1787.88,45,BOGO
2024-02-28,South,SKU-010,5507.22,82,Discount
2024-02-28,East,SKU-001,1572.29,37,None
2024-02-28,East,SKU-002,1138.98,39,Discount
2024-02-28,East,SKU-003,2866.11,56,Bundle
2024-02-28,East,SKU-004,2877.32,68,None
2024-02-28,East,SKU-005,3344.94,45,Discount
2024-02-28,East,SKU-006,3090.77,50,Flash Sale
2024-02-28,East,SKU-007,1479.3,30,None
2024-02-28,East,SKU-008,7132.97,122,Bundle
2024-02-28,East,SKU-009,1389.6,38,None
2024-02-28,East,SKU-010,7177.37,97,Flash Sale
2024-02-28,West,SKU-001,2296.25,29,BOGO
2024-02-28,West,SKU-002,1001.56,17,Bundle
2024-02-28,West,SKU-003,2981.18,57,None
2024-02-28,West,SKU-004,3594.07,155,Discount
2024-02-28,West,SKU-005,2041.59,36,None
2024-02-28,West,SKU-006,1943.53,39,None
2024-02-28,West,SKU-007,1742.54,107,Bundle
2024-02-28,West,SKU-008,5885.65,179,None
2024-02-28,West,SKU-009,1523.92,25,Discount
2024-02-28,West,SKU-010,4288.37,86,Bundle
2024-02-29,North,SKU-001,2170.46,121,BOGO
2024-02-29,North,SKU-002,658.93,24,None
2024-02-29,North,SKU-003,3149.04,88,None
2024-02-29,North,SKU-004,2934.46,37,Discount
2024-02-29,North,SKU-005,2128.12,79,None
2024-02-29,North,SKU-006,1415.76,18,None
2024-02-29,North,SKU-007,1102.75,14,None
2024-02-29,North,SKU-008,4027.58,214,None
2024-02-29,North,SKU-009,1933.2,79,Flash Sale
2024-02-29,North,SKU-010,5716.73,75,BOGO
2024-02-29,South,SKU-001,1158.9,37,None
2024-02-29,South,SKU-002,982.83,15,Discount
2024-02-29,South,SKU-003,6170.88,189,Flash Sale
2024-02-29,South,SKU-004,3953.18,95,BOGO
2024-02-29,South,SKU-005,2456.11,43,Bundle
2024-02-29,South,SKU-006,1491.29,19,None
2024-02-29,South,SKU-007,1203.13,23,None
2024-02-29,South,SKU-008,4578.8,110,None
2024-02-29,South,SKU-009,1379.88,29,None
2024-02-29,South,SKU-010,3755.52,47,None
2024-02-29,East,SKU-001,2006.48,47,Discount
2024-02-29,East,SKU-002,747.46,11,Bundle
2024-02-29,East,SKU-003,4090.17,158,Discount
2024-02-29,East,SKU-004,2940.55,63,None
2024-02-29,East,SKU-005,3701.78,93,Discount
2024-02-29,East,SKU-006,2988.88,103,BOGO
2024-02-29,East,SKU-007,1533.79,24,Discount
2024-02-29,East,SKU-008,4570.91,112,None
2024-02-29,East,SKU-009,1372.23,22,None
2024-02-29,East,SKU-010,6376.42,222,Discount
2024-02-29,West,SKU-001,2606.15,34,BOGO
2024-02-29,West,SKU-002,1174.69,19,Discount
2024-02-29,West,SKU-003,3462.5,43,Discount
2024-02-29,West,SKU-004,3545.49,45,BOGO
2024-02-29,West,SKU-005,3003.49,50,BOGO
2024-02-29,West,SKU-006,1714.49,112,None
2024-02-29,West,SKU-007,1431.5,34,None
2024-02-29,West,SKU-008,7135.01,142,Bundle
2024-02-29,West,SKU-009,1230.74,16,None
2024-02-29,West,SKU-010,5497.13,144,Bundle
2024-03-01,North,SKU-001,3034.21,79,Flash Sale
2024-03-01,North,SKU-002,799.5,11,None
2024-03-01,North,SKU-003,2339.79,59,None
2024-03-01,North,SKU-004,3430.62,116,Discount
2024-03-01,North,SKU-005,2568.64,43,None
2024-03-01,North,SKU-006,2304.42,33,BOGO
2024-03-01,North,SKU-007,2105.86,71,Discount
2024-03-01,North,SKU-008,7664.05,440,Bundle
2024-03-01,North,SKU-009,1830.54,30,Bundle
2024-03-01,North,SKU-010,4446.53,56,Discount
2024-03-01,South,SKU-001,2265.3,68,Flash Sale
2024-03-01,South,SKU-002,794.57,28,Bundle
2024-03-01,South,SKU-003,2274.38,97,None
2024-03-01,South,SKU-004,2132.54,28,None
2024-03-01,South,SKU-005,3755.91,60,Discount
2024-03-01,South,SKU-006,2016.68,34,Discount
2024-03-01,South,SKU-007,2010.08,27,Discount
2024-03-01,South,SKU-008,5837.0,103,None
2024-03-01,South,SKU-009,1383.55,38,None
2024-03-01,South,SKU-010,6837.02,115,Flash Sale
2024-03-01,East,SKU-001,1832.35,37,Bundle
2024-03-01,East,SKU-002,812.08,27,None
2024-03-01,East,SKU-003,4499.23,90,Discount
2024-03-01,East,SKU-004,3215.95,116,BOGO
2024-03-01,East,SKU-005,2681.95,39,None
2024-03-01,East,SKU-006,2740.09,64,Discount
2024-03-01,East,SKU-007,1562.34,56,None
2024-03-01,East,SKU-008,7345.77,131,BOGO
2024-03-01,East,SKU-009,983.11,22,None
2024-03-01,East,SKU-010,4102.42,73,None
2024-03-01,West,SKU-001,2566.91,82,BOGO
2024-03-01,West,SKU-002,819.42,22,Bundle
2024-03-01,West,SKU-003,3107.18,63,None
2024-03-01,West,SKU-004,4130.86,63,Discount
2024-03-01,West,SKU-005,3346.11,60,Bundle
2024-03-01,West,SKU-006,1370.61,72,None
2024-03-01,West,SKU-007,1273.33,17,None
2024-03-01,West,SKU-008,5528.56,290,None
2024-03-01,West,SKU-009,1295.01,23,Bundle
2024-03-01,West,SKU-010,6210.92,105,Flash Sale
2024-03-02,North,SKU-001,1555.4,39,None
2024-03-02,North,SKU-002,884.44,21,None
2024-03-02,North,SKU-003,3242.04,71,None
2024-03-02,North,SKU-004,6582.02,119,Flash Sale
2024-03-02,North,SKU-005,4739.59,80,BOGO
2024-03-02,North,SKU-006,1935.38,53,None
2024-03-02,North,SKU-007,1896.8,120,Discount
2024-03-02,North,SKU-008,6181.86,88,None
2024-03-02,North,SKU-009,1534.31,48,None
2024-03-02,North,SKU-010,8952.57,161,Flash Sale
2024-03-02,South,SKU-001,1520.32,22,None
2024-03-02,South,SKU-002,718.99,13,None
2024-03-02,South,SKU-003,4886.55,67,BOGO
2024-03-02,South,SKU-004,2583.08,73,None
2024-03-02,South,SKU-005,4096.2,52,BOGO
2024-03-02,South,SKU-006,1622.48,33,None
2024-03-02,South,SKU-007,1556.71,56,None
2024-03-02,South,SKU-008,8813.71,313,Discount
2024-03-02,South,SKU-009,1362.22,23,None
2024-03-02,South,SKU-010,6417.63,175,Bundle
2024-03-02,East,SKU-001,2836.94,67,BOGO
2024-03-02,East,SKU-002,711.27,9,None
2024-03-02,East,SKU-003,3298.22,44,None
2024-03-02,East,SKU-004,4535.47,100,Discount
2024-03-02,East,SKU-005,3502.76,55,Discount
2024-03-02,East,SKU-006,3542.28,89,BOGO
2024-03-02,East,SKU-007,2667.33,33,Flash Sale
2024-03-02,East,SKU-008,7667.05,200,BOGO
2024-03-02,East,SKU-009,1246.36,28,None
2024-03-02,East,SKU-010,6209.81,366,BOGO
2024-03-02,West,SKU-001,2167.3,74,Discount
2024-03-02,West,SKU-002,1286.25,34,Discount
2024-03-02,West,SKU-003,4030.34,245,Discount
2024-03-02,West,SKU-004,4901.63,299,Discount
2024-03-02,West,SKU-005,2658.3,40,None
2024-03-02,West,SKU-006,1844.14,64,None
2024-03-02,West,SKU-007,1871.73,27,Bundle
2024-03-02,West,SKU-008,7012.2,89,None
2024-03-02,West,SKU-009,3181.61,165,Flash Sale
2024-03-02,West,SKU-010,5473.95,232,None
2024-03-03,North,SKU-001,2079.61,52,Discount
2024-03-03,North,SKU-002,1253.25,29,BOGO
2024-03-03,North,SKU-003,5403.92,83,Discount
2024-03-03,North,SKU-004,4806.96,140,Discount
2024-03-03,North,SKU-005,2601.04,140,None
2024-03-03,North,SKU-006,3171.9,45,Discount
2024-03-03,North,SKU-007,1845.9,90,Bundle
2024-03-03,North,SKU-008,8650.44,157,Bundle
2024-03-03,North,SKU-009,1459.41,22,None
2024-03-03,North,SKU-010,7591.23,168,BOGO
2024-03-03,South,SKU-001,2941.46,59,BOGO
2024-03-03,South,SKU-002,1192.97,25,Bundle
2024-03-03,South,SKU-003,4775.24,84,Discount
2024-03-03,South,SKU-004,2655.0,36,None
2024-03-03,South,SKU-005,4159.24,102,Bundle
2024-03-03,South,SKU-006,2677.46,67,Discount
2024-03-03,South,SKU-007,1886.7,47,None
2024-03-03,South,SKU-008,5088.58,248,None
2024-03-03,South,SKU-009,1904.95,63,Bundle
2024-03-03,South,SKU-010,4681.22,84,None
2024-03-03,East,SKU-001,3156.46,73,Flash Sale
2024-03-03,East,SKU-002,1516.32,42,BOGO
2024-03-03,East,SKU-003,5083.53,116,Flash Sale
2024-03-03,East,SKU-004,4454.86,116,Discount
2024-03-03,East,SKU-005,2563.99,53,None
2024-03-03,East,SKU-006,2197.05,29,None
2024-03-03,East,SKU-007,1361.66,35,None
2024-03-03,East,SKU-008,7789.67,132,Discount
2024-03-03,East,SKU-009,1875.48,27,Discount
2024-03-03,East,SKU-010,5823.67,107,Discount
2024-03-03,West,SKU-001,2032.2,31,None
2024-03-03,West,SKU-002,950.21,27,Discount
2024-03-03,West,SKU-003,5884.38,142,BOGO
2024-03-03,West,SKU-004,6449.29,100,Flash Sale
2024-03-03,West,SKU-005,2762.32,57,None
2024-03-03,West,SKU-006,2259.82,75,None
2024-03-03,West,SKU-007,2226.52,45,Discount
2024-03-03,West,SKU-008,8438.17,187,Bundle
2024-03-03,West,SKU-009,1345.65,49,None
2024-03-03,West,SKU-010,7971.9,180,Flash Sale
2024-03-04,North,SKU-001,1341.23,25,None
2024-03-04,North,SKU-002,649.25,10,None
2024-03-04,North,SKU-003,4023.26,58,Bundle
2024-03-04,North,SKU-004,3569.33,83,BOGO
2024-03-04,North,SKU-005,4888.24,81,Flash Sale
2024-03-04,North,SKU-006,2140.18,129,Discount
2024-03-04,North,SKU-007,1565.1,62,None
2024-03-04,North,SKU-008,8163.97,121,BOGO
2024-03-04,North,SKU-009,2745.1,97,Flash Sale
2024-03-04,North,SKU-010,6204.67,154,Flash Sale
2024-03-04,South,SKU-001,1548.25,29,Bundle
2024-03-04,South,SKU-002,966.09,27,Bundle
2024-03-04,South,SKU-003,2317.27,45,None
2024-03-04,South,SKU-004,2833.26,52,None
2024-03-04,South,SKU-005,2036.25,104,None
2024-03-04,South,SKU-006,2851.76,94,Flash Sale
2024-03-04,South,SKU-007,1314.72,33,None
2024-03-04,South,SKU-008,4314.98,60,None
2024-03-04,South,SKU-009,2202.49,27,Flash Sale
2024-03-04,South,SKU-010,4013.68,87,None
2024-03-04,East,SKU-001,1349.3,18,None
2024-03-04,East,SKU-002,839.7,29,Discount
2024-03-04,East,SKU-003,5895.83,101,Flash Sale
2024-03-04,East,SKU-004,2609.96,34,None
2024-03-04,East,SKU-005,3262.43,54,Discount
2024-03-04,East,SKU-006,2025.74,25,Discount
2024-03-04,East,SKU-007,1437.1,35,Bundle
2024-03-04,East,SKU-008,7025.72,94,Discount
2024-03-04,East,SKU-009,1550.52,29,Bundle
2024-03-04,East,SKU-010,3620.39,50,None
2024-03-04,West,SKU-001,1723.1,24,Bundle
2024-03-04,West,SKU-002,942.66,13,Discount
2024-03-04,West,SKU-003,2659.46,99,None
2024-03-04,West,SKU-004,4681.08,63,Flash Sale
2024-03-04,West,SKU-005,2512.86,118,None
2024-03-04,West,SKU-006,1471.93,20,None
2024-03-04,West,SKU-007,2161.46,43,Discount
2024-03-04,West,SKU-008,5360.47,86,None
2024-03-04,West,SKU-009,1974.22,47,Discount
2024-03-04,West,SKU-010,4739.79,237,None
2024-03-05,North,SKU-001,1414.48,21,None
2024-03-05,North,SKU-002,1311.35,41,Flash Sale
2024-03-05,North,SKU-003,2711.34,137,None
2024-03-05,North,SKU-004,3102.93,48,Bundle
2024-03-05,North,SKU-005,3124.5,199,Discount
2024-03-05,North,SKU-006,1780.42,74,None
2024-03-05,North,SKU-007,1730.09,89,Bundle
2024-03-05,North,SKU-008,7547.88,173,Discount
2024-03-05,North,SKU-009,1777.55,25,Bundle
2024-03-05,North,SKU-010,4491.64,82,None
2024-03-05,South,SKU-001,1295.73,26,None
2024-03-05,South,SKU-002,1160.21,19,Flash Sale
2024-03-05,South,SKU-003,2948.33,118,None
2024-03-05,South,SKU-004,3493.07,56,BOGO
2024-03-05,South,SKU-005,3183.66,175,Discount
2024-03-05,South,SKU-006,1571.11,44,None
2024-03-05,South,SKU-007,1391.6,76,None
2024-03-05,South,SKU-008,10445.63,138,Flash Sale
2024-03-05,South,SKU-009,2256.26,80,BOGO
2024-03-05,South,SKU-010,3832.07,48,None
2024-03-05,East,SKU-001,2548.85,43,BOGO
2024-03-05,East,SKU-002,625.31,8,None
2024-03-05,East,SKU-003,2999.68,167,None
2024-03-05,East,SKU-004,2822.38,78,None
2024-03-05,East,SKU-005,3421.73,45,Discount
2024-03-05,East,SKU-006,3669.77,160,Flash Sale
2024-03-05,East,SKU-007,1579.08,43,Discount
2024-03-05,East,SKU-008,4772.57,134,None
2024-03-05,East,SKU-009,2038.22,69,Flash Sale
2024-03-05,East,SKU-010,5870.58,150,Discount
2024-03-05,West,SKU-001,1629.71,39,None
2024-03-05,West,SKU-002,1092.05,50,Bundle
2024-03-05,West,SKU-003,2479.84,117,None
2024-03-05,West,SKU-004,4781.71,79,BOGO
2024-03-05,West,SKU-005,2171.6,38,None
2024-03-05,West,SKU-006,3131.45,53,BOGO
2024-03-05,West,SKU-007,1250.68,22,None
2024-03-05,West,SKU-008,6153.28,108,Bundle
2024-03-05,West,SKU-009,1699.12,27,Discount
2024-03-05,West,SKU-010,3532.88,64,None
2024-03-06,North,SKU-001,1304.04,20,None
2024-03-06,North,SKU-002,1032.82,54,Discount
2024-03-06,North,SKU-003,4402.56,156,BOGO
2024-03-06,North,SKU-004,4198.38,240,Flash Sale
2024-03-06,North,SKU-005,3316.03,91,Bundle
2024-03-06,North,SKU-006,2132.32,32,Discount
2024-03-06,North,SKU-007,1350.18,17,None
2024-03-06,North,SKU-008,7650.71,255,Discount
2024-03-06,North,SKU-009,1817.21,64,BOGO
2024-03-06,North,SKU-010,4599.45,78,None
2024-03-06,South,SKU-001,2215.16,36,Discount
2024-03-06,South,SKU-002,1028.2,25,Discount
2024-03-06,South,SKU-003,3847.23,68,BOGO
2024-03-06,South,SKU-004,2876.75,147,None
2024-03-06,South,SKU-005,2675.29,33,Discount
2024-03-06,South,SKU-006,1955.69,74,Discount
2024-03-06,South,SKU-007,1676.87,83,Discount
2024-03-06,South,SKU-008,5970.14,96,Bundle
2024-03-06,South,SKU-009,1645.23,30,Discount
2024-03-06,South,SKU-010,5062.88,114,Discount
2024-03-06,East,SKU-001,1796.41,27,Discount
2024-03-06,East,SKU-002,831.01,21,None
2024-03-06,East,SKU-003,4535.57,103,Flash Sale
2024-03-06,East,SKU-004,5257.2,77,Flash Sale
2024-03-06,East,SKU-005,2445.1,61,Bundle
2024-03-06,East,SKU-006,1813.12,24,None
2024-03-06,East,SKU-007,1367.31,51,None
2024-03-06,East,SKU-008,9300.09,209,Flash Sale
2024-03-06,East,SKU-009,2360.04,51,Flash Sale
2024-03-06,East,SKU-010,5409.67,118,BOGO
2024-03-06,West,SKU-001,1647.03,107,None
2024-03-06,West,SKU-002,1122.55,14,BOGO
2024-03-06,West,SKU-003,6215.1,158,Flash Sale
2024-03-06,West,SKU-004,3007.35,37,Bundle
2024-03-06,West,SKU-005,2243.06,128,None
2024-03-06,West,SKU-006,1567.31,30,None
2024-03-06,West,SKU-007,2071.77,26,Discount
2024-03-06,West,SKU-008,7977.74,170,BOGO
2024-03-06,West,SKU-009,2091.59,36,BOGO
2024-03-06,West,SKU-010,8224.94,267,Flash Sale
2024-03-07,North,SKU-001,1650.05,42,None
2024-03-07,North,SKU-002,759.61,13,None
2024-03-07,North,SKU-003,4016.75,52,Discount
2024-03-07,North,SKU-004,2259.7,41,None
2024-03-07,North,SKU-005,1873.89,28,None
2024-03-07,North,SKU-006,2993.92,56,Flash Sale
2024-03-07,North,SKU-007,1348.93,49,None
2024-03-07,North,SKU-008,8175.81,191,Flash Sale
2024-03-07,North,SKU-009,1697.24,34,Discount
2024-03-07,North,SKU-010,7775.2,123,Flash Sale
2024-03-07,South,SKU-001,1191.32,22,None
2024-03-07,South,SKU-002,1267.98,39,BOGO
2024-03-07,South,SKU-003,4517.15,110,Discount
2024-03-07,South,SKU-004,2815.73,108,Discount
2024-03-07,South,SKU-005,2423.03,124,Bundle
2024-03-07,South,SKU-006,3152.87,54,Flash Sale
2024-03-07,South,SKU-007,2208.92,56,Flash Sale
2024-03-07,South,SKU-008,4367.03,162,None
2024-03-07,South,SKU-009,1188.08,17,None
2024-03-07,South,SKU-010,3482.77,54,None
2024-03-07,East,SKU-001,1786.51,24,Discount
2024-03-07,East,SKU-002,1305.89,17,Flash Sale
2024-03-07,East,SKU-003,3158.64,122,None
2024-03-07,East,SKU-004,2927.0,126,Discount
2024-03-07,East,SKU-005,2181.01,41,None
2024-03-07,East,SKU-006,2123.25,32,Bundle
2024-03-07,East,SKU-007,1103.9,17,None
2024-03-07,East,SKU-008,5295.46,79,None
2024-03-07,East,SKU-009,1016.55,20,None
2024-03-07,East,SKU-010,3759.25,77,None
2024-03-07,West,SKU-001,2318.49,50,Discount
2024-03-07,West,SKU-002,1173.43,31,BOGO
2024-03-07,West,SKU-003,5284.78,77,BOGO
2024-03-07,West,SKU-004,4274.36,107,BOGO
2024-03-07,West,SKU-005,2770.6,38,None
2024-03-07,West,SKU-006,1316.43,18,None
2024-03-07,West,SKU-007,2773.29,38,Flash Sale
2024-03-07,West,SKU-008,4024.62,175,None
2024-03-07,West,SKU-009,2002.94,31,Discount
2024-03-07,West,SKU-010,5246.92,95,Discount
2024-03-08,North,SKU-001,1846.55,31,Bundle
2024-03-08,North,SKU-002,840.91,10,None
2024-03-08,North,SKU-003,3553.14,92,BOGO
2024-03-08,North,SKU-004,2976.72,47,None
2024-03-08,North,SKU-005,2703.86,58,Bundle
2024-03-08,North,SKU-006,1543.33,20,None
2024-03-08,North,SKU-007,2079.7,29,Bundle
2024-03-08,North,SKU-008,5432.46,159,None
2024-03-08,North,SKU-009,1840.65,25,Discount
2024-03-08,North,SKU-010,3367.13,50,None
2024-03-08,South,SKU-001,2239.6,28,Discount
2024-03-08,South,SKU-002,793.68,18,Bundle
2024-03-08,South,SKU-003,2733.36,54,None
2024-03-08,South,SKU-004,3103.73,48,Discount
2024-03-08,South,SKU-005,1960.61,24,None
2024-03-08,South,SKU-006,1419.71,18,None
2024-03-08,South,SKU-007,2815.11,95,Flash Sale
2024-03-08,South,SKU-008,7415.35,96,Discount
2024-03-08,South,SKU-009,1292.22,17,None
2024-03-08,South,SKU-010,4300.29,71,Bundle
2024-03-08,East,SKU-001,2318.22,35,Discount
2024-03-08,East,SKU-002,744.55,18,None
2024-03-08,East,SKU-003,5552.74,84,Flash Sale
2024-03-08,East,SKU-004,5348.86,181,Flash Sale
2024-03-08,East,SKU-005,2133.36,95,None
2024-03-08,East,SKU-006,2881.78,37,BOGO
